,Yaş,Kilometre,Motor Hacmi,Motor Gücü,Ortalama Yakıt Tüketimi,Depo Hacmi,Fiyat,log_Fiyat,Ford,Opel,Renault,Skoda,Toyota,Volkswagen,Vites Tipi,Hasar Durumu,Depo_Hacmi_Kullanabilirliği,Ters_Motor_Gücü,Yakıt_Ekonomisi,Engine_Ratio
11183,3,103000.0,1500,120,4.3,47.0,925000,13.737549016494562,True,False,False,False,False,False,2.0,0,10.930232558139535,0.008333333333333333,0.03583333333333333,12.5
11184,7,117000.0,1560,95,4.1,48.0,690000,13.444446876573442,True,False,False,False,False,False,1.0,1,11.707317073170733,0.010526315789473684,0.0431578947368421,16.42105263157895
11185,9,165000.0,1596,125,6.0,55.0,770000,13.554145793829866,True,False,False,False,False,False,1.5,0,9.166666666666666,0.008,0.048,12.768
11186,9,63000.0,1498,75,3.7,42.0,775000,13.560618308335483,True,False,False,False,False,False,1.0,1,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11187,12,245000.0,1560,115,4.2,53.0,515000,13.151922179645874,True,False,False,False,False,False,1.0,0,12.619047619047619,0.008695652173913044,0.036521739130434785,13.565217391304348
11188,3,58000.0,1497,123,5.8,52.0,900000,13.710150042306449,True,False,False,False,False,False,1.0,1,8.965517241379311,0.008130081300813009,0.04715447154471545,12.170731707317072
11189,11,259000.0,1560,95,4.2,53.0,595000,13.296316684527767,True,False,False,False,False,False,1.0,1,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11190,12,152200.0,1560,110,4.8,55.0,640000,13.369223455335854,True,False,False,False,False,False,1.0,0,11.458333333333334,0.00909090909090909,0.04363636363636363,14.181818181818182
11191,7,79000.0,1242,82,5.2,42.0,690000,13.444446876573442,True,False,False,False,False,False,1.0,1,8.076923076923077,0.012195121951219513,0.06341463414634146,15.146341463414634
11192,10,132000.0,1498,75,3.7,42.0,710000,13.473020249017498,True,False,False,False,False,False,1.0,1,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11193,12,165384.0,1560,110,4.9,55.0,930000,13.742939865129438,True,False,False,False,False,False,1.0,0,11.224489795918366,0.00909090909090909,0.04454545454545455,14.181818181818182
11194,9,56148.0,1560,95,4.2,53.0,730000,13.500799813124575,True,False,False,False,False,False,1.0,0,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11195,12,198000.0,1596,100,6.7,55.0,550000,13.217673557208654,True,False,False,False,False,False,1.0,1,8.208955223880597,0.01,0.067,15.96
11196,11,230000.0,1398,70,4.2,45.0,525000,13.17115354157376,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11197,0,17000.0,999,125,5.6,52.0,1480000,14.207552645740298,True,False,False,False,False,False,1.5,1,9.285714285714286,0.008,0.0448,7.992
11198,8,234000.0,1499,120,4.2,55.0,785000,13.573438996764546,True,False,False,False,False,False,1.5,1,13.095238095238095,0.008333333333333333,0.035,12.491666666666667
11199,13,192000.0,1398,70,4.2,45.0,500000,13.122363377404328,True,False,False,False,False,False,1.0,1,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11200,11,235000.0,1560,115,4.2,53.0,670000,13.415032991367148,True,False,False,False,False,False,1.0,0,12.619047619047619,0.008695652173913044,0.036521739130434785,13.565217391304348
11201,8,88568.0,1499,120,4.2,55.0,899000,13.709038313453757,True,False,False,False,False,False,1.5,0,13.095238095238095,0.008333333333333333,0.035,12.491666666666667
11202,12,274000.0,1560,90,4.7,55.0,545000,13.208541073645382,True,False,False,False,False,False,1.0,1,11.702127659574467,0.011111111111111112,0.052222222222222225,17.333333333333332
11203,9,122000.0,1596,105,5.9,42.0,711500,13.475130696512045,True,False,False,False,False,False,1.5,0,7.11864406779661,0.009523809523809525,0.0561904761904762,15.2
11204,5,150000.0,1498,160,6.3,62.0,1156500,13.96090876065363,True,False,False,False,False,False,2.0,1,9.841269841269842,0.00625,0.039375,9.3625
11205,6,159000.0,1560,115,4.2,53.0,842750,13.644425633096308,True,False,False,False,False,False,1.0,1,12.619047619047619,0.008695652173913044,0.036521739130434785,13.565217391304348
11206,10,113000.0,1242,82,5.2,42.0,595000,13.296316684527767,True,False,False,False,False,False,1.0,0,8.076923076923077,0.012195121951219513,0.06341463414634146,15.146341463414634
11207,8,141000.0,1560,95,4.5,53.0,755000,13.534473028231162,True,False,False,False,False,False,1.0,0,11.777777777777779,0.010526315789473684,0.04736842105263158,16.42105263157895
11208,6,42700.0,998,100,5.2,42.0,865000,13.670484785914017,True,False,False,False,False,False,1.5,1,8.076923076923077,0.01,0.052000000000000005,9.98
11209,3,68000.0,1500,120,4.3,47.0,960000,13.77468856344402,True,False,False,False,False,False,2.0,1,10.930232558139535,0.008333333333333333,0.03583333333333333,12.5
11210,4,35000.0,998,100,5.2,42.0,975750,13.790961685042861,True,False,False,False,False,False,1.5,1,8.076923076923077,0.01,0.052000000000000005,9.98
11211,13,218670.0,1560,110,4.5,55.0,575000,13.262125319779487,True,False,False,False,False,False,1.0,1,12.222222222222221,0.00909090909090909,0.04090909090909091,14.181818181818182
11212,9,207000.0,1498,75,3.7,42.0,535000,13.190022025878143,True,False,False,False,False,False,1.0,0,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11213,10,136500.0,1388,96,5.7,42.0,610000,13.321214236149494,True,False,False,False,False,False,1.0,1,7.368421052631579,0.010416666666666666,0.059375,14.458333333333334
11214,7,77500.0,1596,125,6.3,55.0,930000,13.742939865129438,True,False,False,False,False,False,1.5,1,8.730158730158731,0.008,0.0504,12.768
11215,11,134000.0,1242,82,5.7,42.0,595000,13.296316684527767,True,False,False,False,False,False,1.0,0,7.368421052631579,0.012195121951219513,0.06951219512195123,15.146341463414634
11216,11,183000.0,1398,70,4.2,45.0,493000,13.108264453024827,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11217,13,260000.0,1560,90,4.7,55.0,550000,13.217673557208654,True,False,False,False,False,False,1.0,1,11.702127659574467,0.011111111111111112,0.052222222222222225,17.333333333333332
11218,9,275000.0,1498,75,3.7,42.0,525000,13.17115354157376,True,False,False,False,False,False,1.0,1,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11219,10,131000.0,1242,82,5.2,42.0,556500,13.229422449697736,True,False,False,False,False,False,1.0,0,8.076923076923077,0.012195121951219513,0.06341463414634146,15.146341463414634
11220,12,177300.0,1596,100,6.7,55.0,600000,13.304684934198283,True,False,False,False,False,False,2.0,0,8.208955223880597,0.01,0.067,15.96
11221,7,88000.0,1242,82,5.2,42.0,660000,13.399995114002609,True,False,False,False,False,False,1.0,1,8.076923076923077,0.012195121951219513,0.06341463414634146,15.146341463414634
11222,8,95000.0,1560,115,4.5,53.0,850000,13.652991628466498,True,False,False,False,False,False,1.0,0,11.777777777777779,0.008695652173913044,0.0391304347826087,13.565217391304348
11223,11,243000.0,1398,70,4.2,45.0,440000,12.994530005894443,True,False,False,False,False,False,1.0,1,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11224,10,203000.0,1560,95,4.2,53.0,725000,13.493926933836812,True,False,False,False,False,False,1.0,1,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11225,8,70000.0,1560,115,4.5,53.0,960000,13.77468856344402,True,False,False,False,False,False,1.0,1,11.777777777777779,0.008695652173913044,0.0391304347826087,13.565217391304348
11226,12,228000.0,1398,70,4.2,45.0,375000,12.834681304952548,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11227,11,205000.0,1560,95,4.2,53.0,610000,13.321214236149494,True,False,False,False,False,False,1.0,1,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11228,11,202000.0,1398,70,4.2,45.0,495000,13.112313041550827,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11229,9,208.0,1560,90,4.7,55.0,550000,13.217673557208654,True,False,False,False,False,False,1.0,0,11.702127659574467,0.011111111111111112,0.052222222222222225,17.333333333333332
11230,12,327200.0,1398,70,4.2,45.0,420000,12.948009990259552,True,False,False,False,False,False,1.0,1,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11231,10,235000.0,1498,75,3.7,42.0,450000,13.017002861746503,True,False,False,False,False,False,1.0,1,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11232,11,118000.0,1398,70,4.2,45.0,667000,13.410545324897761,True,False,False,False,False,False,1.0,1,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11233,10,214000.0,1498,75,3.7,42.0,580000,13.270783382522602,True,False,False,False,False,False,1.0,1,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11234,11,137000.0,1560,95,4.2,53.0,720000,13.487006490992238,True,False,False,False,False,False,1.0,0,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11235,11,176300.0,1596,125,6.0,55.0,625000,13.345506928718539,True,False,False,False,False,False,1.0,0,9.166666666666666,0.008,0.048,12.768
11236,7,18200.0,1596,125,5.9,55.0,849000,13.651814465293484,True,False,False,False,False,False,1.0,1,9.322033898305085,0.008,0.047200000000000006,12.768
11238,13,222000.0,1560,90,4.7,55.0,568750,13.251196249247297,True,False,False,False,False,False,1.0,0,11.702127659574467,0.011111111111111112,0.052222222222222225,17.333333333333332
11239,12,123000.0,1560,110,4.8,55.0,535000,13.190022025878143,True,False,False,False,False,False,1.0,0,11.458333333333334,0.00909090909090909,0.04363636363636363,14.181818181818182
11240,11,257000.0,1560,95,4.2,53.0,586000,13.281075068559149,True,False,False,False,False,False,1.0,0,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11241,11,236000.0,1398,70,4.2,45.0,575000,13.262125319779487,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11242,11,295000.0,1560,95,4.2,53.0,575000,13.262125319779487,True,False,False,False,False,False,1.0,0,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11243,12,184000.0,1388,96,5.7,42.0,525000,13.17115354157376,True,False,False,False,False,False,1.0,0,7.368421052631579,0.010416666666666666,0.059375,14.458333333333334
11245,9,77000.0,1596,105,6.2,48.0,720000,13.487006490992238,True,False,False,False,False,False,1.5,1,7.741935483870967,0.009523809523809525,0.05904761904761906,15.2
11246,10,79500.0,1560,115,4.6,53.0,742500,13.517778149658993,True,False,False,False,False,False,1.0,0,11.521739130434783,0.008695652173913044,0.04,13.565217391304348
11247,8,180000.0,1560,115,4.2,55.0,725000,13.493926933836812,True,False,False,False,False,False,1.0,0,13.095238095238095,0.008695652173913044,0.036521739130434785,13.565217391304348
11248,13,195000.0,1398,70,4.2,45.0,430000,12.971540487669746,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11249,10,103800.0,1560,115,4.2,53.0,859000,13.663524200966393,True,False,False,False,False,False,1.0,1,12.619047619047619,0.008695652173913044,0.036521739130434785,13.565217391304348
11251,10,280000.0,1560,95,4.2,53.0,535000,13.190022025878143,True,False,False,False,False,False,1.0,0,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11252,11,151000.0,1560,115,4.2,53.0,730000,13.500799813124575,True,False,False,False,False,False,1.0,0,12.619047619047619,0.008695652173913044,0.036521739130434785,13.565217391304348
11253,6,89500.0,1499,85,3.6,42.0,775000,13.560618308335483,True,False,False,False,False,False,1.0,0,11.666666666666666,0.011764705882352941,0.042352941176470586,17.63529411764706
11254,12,210000.0,1560,110,4.8,55.0,570000,13.253391639810733,True,False,False,False,False,False,1.0,0,11.458333333333334,0.00909090909090909,0.04363636363636363,14.181818181818182
11256,12,241000.0,1560,110,4.8,55.0,550000,13.217673557208654,True,False,False,False,False,False,1.0,0,11.458333333333334,0.00909090909090909,0.04363636363636363,14.181818181818182
11257,8,235000.0,1560,95,4.5,53.0,738000,13.51169910358261,True,False,False,False,False,False,1.0,1,11.777777777777779,0.010526315789473684,0.04736842105263158,16.42105263157895
11258,10,208000.0,1498,75,3.7,42.0,469500,13.059423577630454,True,False,False,False,False,False,1.0,0,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11259,7,100000.0,1596,105,5.9,42.0,705000,13.465953081794405,True,False,False,False,False,False,1.5,1,7.11864406779661,0.009523809523809525,0.0561904761904762,15.2
11260,13,228000.0,1398,70,4.2,45.0,505000,13.132313708257497,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11261,8,117400.0,1596,125,6.3,55.0,845000,13.64709190633931,True,False,False,False,False,False,1.5,1,8.730158730158731,0.008,0.0504,12.768
11262,8,165000.0,1499,120,4.2,55.0,739000,13.513053199930338,True,False,False,False,False,False,1.5,0,13.095238095238095,0.008333333333333333,0.035,12.491666666666667
11263,10,220000.0,1560,95,4.2,53.0,550000,13.217673557208654,True,False,False,False,False,False,1.0,0,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11265,10,263000.0,1560,95,4.2,53.0,635000,13.36138027787483,True,False,False,False,False,False,1.0,1,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11266,10,182175.0,1596,125,6.0,55.0,760000,13.541073712262515,True,False,False,False,False,False,1.5,1,9.166666666666666,0.008,0.048,12.768
11267,4,170000.0,1499,120,4.2,55.0,874750,13.681693410229935,True,False,False,False,False,False,1.5,1,13.095238095238095,0.008333333333333333,0.035,12.491666666666667
11268,7,198000.0,1499,120,4.2,55.0,725500,13.49461635130638,True,False,False,False,False,False,1.5,0,13.095238095238095,0.008333333333333333,0.035,12.491666666666667
11269,13,167800.0,1560,110,4.5,55.0,825000,13.623138665316818,True,False,False,False,False,False,1.0,0,12.222222222222221,0.00909090909090909,0.04090909090909091,14.181818181818182
11270,8,97000.0,1596,125,6.0,55.0,905000,13.715690222682063,True,False,False,False,False,False,1.0,1,9.166666666666666,0.008,0.048,12.768
11271,13,234200.0,1560,90,4.7,55.0,495000,13.112313041550827,True,False,False,False,False,False,1.0,1,11.702127659574467,0.011111111111111112,0.052222222222222225,17.333333333333332
11272,12,214000.0,1596,100,6.7,55.0,598000,13.301346032932768,True,False,False,False,False,False,1.0,1,8.208955223880597,0.01,0.067,15.96
11273,9,203000.0,1560,95,4.5,55.0,685000,13.437174117244362,True,False,False,False,False,False,1.0,1,12.222222222222221,0.010526315789473684,0.04736842105263158,16.42105263157895
11274,10,212000.0,1498,75,3.7,42.0,560000,13.235692062711331,True,False,False,False,False,False,1.0,0,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11275,10,181000.0,1560,115,4.2,53.0,730000,13.500799813124575,True,False,False,False,False,False,1.0,1,12.619047619047619,0.008695652173913044,0.036521739130434785,13.565217391304348
11276,11,91000.0,1398,70,4.2,45.0,578000,13.267329147654515,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11278,6,151000.0,1560,95,4.5,53.0,770000,13.554145793829866,True,False,False,False,False,False,1.0,0,11.777777777777779,0.010526315789473684,0.04736842105263158,16.42105263157895
11279,7,109000.0,1498,160,6.3,62.0,1110000,13.919870573288517,True,False,False,False,False,False,2.0,1,9.841269841269842,0.00625,0.039375,9.3625
11280,6,56000.0,1498,75,3.7,42.0,699900,13.458692746677631,True,False,False,False,False,False,1.0,1,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11281,8,118000.0,1499,120,4.2,55.0,955000,13.769466619462868,True,False,False,False,False,False,1.5,1,13.095238095238095,0.008333333333333333,0.035,12.491666666666667
11282,8,72000.0,1596,100,6.7,55.0,810000,13.604789526648622,True,False,False,False,False,False,1.0,1,8.208955223880597,0.01,0.067,15.96
11284,9,85500.0,1596,125,6.0,55.0,759000,13.539757056377766,True,False,False,False,False,False,1.5,1,9.166666666666666,0.008,0.048,12.768
11286,4,128000.0,1500,120,4.3,47.0,935000,13.748301808270824,True,False,False,False,False,False,2.0,0,10.930232558139535,0.008333333333333333,0.03583333333333333,12.5
11287,11,98000.0,1560,115,4.2,53.0,720000,13.487006490992238,True,False,False,False,False,False,1.0,1,12.619047619047619,0.008695652173913044,0.036521739130434785,13.565217391304348
11288,7,160000.0,1499,120,4.2,55.0,825000,13.623138665316818,True,False,False,False,False,False,1.5,0,13.095238095238095,0.008333333333333333,0.035,12.491666666666667
11289,13,230000.0,1398,70,4.2,45.0,455000,13.028052697933088,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11290,12,204000.0,1398,70,4.2,45.0,455000,13.028052697933088,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11291,10,180000.0,1560,95,4.2,53.0,700000,13.458835614025542,True,False,False,False,False,False,1.0,0,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11292,11,218600.0,1398,70,4.2,45.0,460000,13.038981768465277,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11293,12,56000.0,1388,96,5.7,42.0,620000,13.337474757021274,True,False,False,False,False,False,1.0,0,7.368421052631579,0.010416666666666666,0.059375,14.458333333333334
11294,11,112300.0,1242,82,5.7,42.0,500000,13.122363377404328,True,False,False,False,False,False,1.0,1,7.368421052631579,0.012195121951219513,0.06951219512195123,15.146341463414634
11295,11,273500.0,1398,70,4.2,45.0,495000,13.112313041550827,True,False,False,False,False,False,1.0,1,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11296,12,66000.0,1398,70,4.2,45.0,600000,13.304684934198283,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11297,8,180000.0,1560,95,4.5,53.0,785000,13.573438996764546,True,False,False,False,False,False,1.0,0,11.777777777777779,0.010526315789473684,0.04736842105263158,16.42105263157895
11298,10,167000.0,1498,75,3.7,42.0,548000,13.214030565930152,True,False,False,False,False,False,1.0,0,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11299,11,142421.0,1398,70,4.2,45.0,585000,13.279367126213993,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11300,13,210000.0,1398,70,4.2,45.0,440000,12.994530005894443,True,False,False,False,False,False,1.0,1,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11301,13,197000.0,1596,100,6.7,55.0,610000,13.321214236149494,True,False,False,False,False,False,1.0,0,8.208955223880597,0.01,0.067,15.96
11302,9,181000.0,1498,75,3.7,42.0,605000,13.312983737012978,True,False,False,False,False,False,1.0,1,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11303,10,185000.0,1242,82,5.2,42.0,475000,13.071070083016778,True,False,False,False,False,False,1.0,0,8.076923076923077,0.012195121951219513,0.06341463414634146,15.146341463414634
11304,8,169900.0,1499,120,4.2,55.0,850000,13.652991628466498,True,False,False,False,False,False,1.5,0,13.095238095238095,0.008333333333333333,0.035,12.491666666666667
11305,10,159000.0,1498,75,3.7,42.0,635000,13.36138027787483,True,False,False,False,False,False,1.0,0,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11306,10,113500.0,1242,82,5.2,42.0,580000,13.270783382522602,True,False,False,False,False,False,1.0,0,8.076923076923077,0.012195121951219513,0.06341463414634146,15.146341463414634
11307,10,226000.0,1498,75,3.7,42.0,460000,13.038981768465277,True,False,False,False,False,False,1.0,0,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11308,8,52000.0,1560,115,4.5,53.0,905000,13.715690222682063,True,False,False,False,False,False,1.0,1,11.777777777777779,0.008695652173913044,0.0391304347826087,13.565217391304348
11309,13,205000.0,1398,70,4.2,45.0,630000,13.353475098367715,True,False,False,False,False,False,1.0,1,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11310,7,147000.0,1560,95,4.5,53.0,810000,13.604789526648622,True,False,False,False,False,False,1.0,0,11.777777777777779,0.010526315789473684,0.04736842105263158,16.42105263157895
11311,12,154000.0,1398,70,4.2,45.0,500000,13.122363377404328,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11312,10,163000.0,1596,125,6.0,55.0,745000,13.521139497361697,True,False,False,False,False,False,1.5,0,9.166666666666666,0.008,0.048,12.768
11313,11,150300.0,1560,95,4.2,53.0,730000,13.500799813124575,True,False,False,False,False,False,1.0,1,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11314,10,109000.0,1498,75,3.7,42.0,600000,13.304684934198283,True,False,False,False,False,False,1.0,1,11.35135135135135,0.013333333333333334,0.04933333333333334,19.973333333333333
11315,11,182000.0,1560,115,4.2,53.0,490000,13.102160670086809,True,False,False,False,False,False,1.0,0,12.619047619047619,0.008695652173913044,0.036521739130434785,13.565217391304348
11316,10,149000.0,1560,115,4.2,53.0,715500,13.480736877978643,True,False,False,False,False,False,1.0,1,12.619047619047619,0.008695652173913044,0.036521739130434785,13.565217391304348
11317,12,139000.0,1560,115,4.6,53.0,755000,13.534473028231162,True,False,False,False,False,False,1.0,1,11.521739130434783,0.008695652173913044,0.04,13.565217391304348
11318,13,191000.0,1398,70,4.2,45.0,455000,13.028052697933088,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11319,12,64666.0,1388,96,6.5,42.0,573000,13.258640995696876,True,False,False,False,False,False,2.0,0,6.461538461538462,0.010416666666666666,0.06770833333333333,14.458333333333334
11320,6,95000.0,1596,105,5.9,42.0,640000,13.369223455335854,True,False,False,False,False,False,1.5,0,7.11864406779661,0.009523809523809525,0.0561904761904762,15.2
11321,10,175000.0,1560,115,4.6,53.0,665000,13.407542319637992,True,False,False,False,False,False,1.0,1,11.521739130434783,0.008695652173913044,0.04,13.565217391304348
11322,13,220000.0,1560,110,4.5,55.0,655000,13.39239051461739,True,False,False,False,False,False,1.0,1,12.222222222222221,0.00909090909090909,0.04090909090909091,14.181818181818182
11323,12,227000.0,1560,115,4.6,53.0,668000,13.412043452518782,True,False,False,False,False,False,1.0,1,11.521739130434783,0.008695652173913044,0.04,13.565217391304348
11324,12,173540.0,1398,70,4.2,45.0,495000,13.112313041550827,True,False,False,False,False,False,1.0,0,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11325,11,169000.0,1596,125,6.0,55.0,663500,13.4052841327544,True,False,False,False,False,False,1.5,0,9.166666666666666,0.008,0.048,12.768
11326,3,16900.0,1497,123,5.8,52.0,949000,13.763164077592064,True,False,False,False,False,False,1.0,1,8.965517241379311,0.008130081300813009,0.04715447154471545,12.170731707317072
11327,10,190000.0,1596,105,5.9,42.0,530000,13.180632285528304,True,False,False,False,False,False,1.5,1,7.11864406779661,0.009523809523809525,0.0561904761904762,15.2
11328,12,67500.0,1388,96,6.5,42.0,602000,13.308012724290958,True,False,False,False,False,False,2.0,1,6.461538461538462,0.010416666666666666,0.06770833333333333,14.458333333333334
11329,9,177000.0,1560,95,4.5,53.0,655000,13.39239051461739,True,False,False,False,False,False,1.0,1,11.777777777777779,0.010526315789473684,0.04736842105263158,16.42105263157895
11330,5,118000.0,1500,120,4.3,47.0,935000,13.748301808270824,True,False,False,False,False,False,2.0,1,10.930232558139535,0.008333333333333333,0.03583333333333333,12.5
11331,7,163000.0,1498,160,6.3,62.0,915000,13.726679344257658,True,False,False,False,False,False,2.0,1,9.841269841269842,0.00625,0.039375,9.3625
11332,11,114000.0,1596,125,6.0,55.0,685000,13.437174117244362,True,False,False,False,False,False,1.5,0,9.166666666666666,0.008,0.048,12.768
11333,6,69000.0,1596,105,5.9,42.0,855000,13.658856747918897,True,False,False,False,False,False,1.5,1,7.11864406779661,0.009523809523809525,0.0561904761904762,15.2
11334,9,219000.0,1560,115,4.2,53.0,585000,13.279367126213993,True,False,False,False,False,False,1.0,0,12.619047619047619,0.008695652173913044,0.036521739130434785,13.565217391304348
11335,8,210000.0,1499,120,4.2,55.0,720000,13.487006490992238,True,False,False,False,False,False,1.5,0,13.095238095238095,0.008333333333333333,0.035,12.491666666666667
11336,6,70000.0,1242,82,5.2,42.0,683000,13.434250138552928,True,False,False,False,False,False,1.0,1,8.076923076923077,0.012195121951219513,0.06341463414634146,15.146341463414634
11337,11,138000.0,1560,115,4.9,60.0,775000,13.560618308335483,True,False,False,False,False,False,1.0,1,12.244897959183673,0.008695652173913044,0.042608695652173914,13.565217391304348
11338,7,227000.0,1499,120,4.2,55.0,738000,13.51169910358261,True,False,False,False,False,False,1.5,0,13.095238095238095,0.008333333333333333,0.035,12.491666666666667
11339,4,162000.0,1500,120,4.3,47.0,1025000,13.840203170554645,True,False,False,False,False,False,2.0,1,10.930232558139535,0.008333333333333333,0.03583333333333333,12.5
11340,10,162000.0,1560,115,5.3,53.0,585000,13.279367126213993,True,False,False,False,False,False,1.0,1,10.0,0.008695652173913044,0.04608695652173913,13.565217391304348
11341,8,154000.0,1560,115,4.5,55.0,750000,13.527828485512494,True,False,False,False,False,False,1.0,0,12.222222222222221,0.008695652173913044,0.0391304347826087,13.565217391304348
11342,8,56000.0,1596,125,6.0,55.0,815000,13.610943392223,True,False,False,False,False,False,1.0,1,9.166666666666666,0.008,0.048,12.768
11343,13,232500.0,1560,90,4.7,55.0,680000,13.42984807715229,True,False,False,False,False,False,1.0,1,11.702127659574467,0.011111111111111112,0.052222222222222225,17.333333333333332
11344,11,189000.0,1560,95,4.2,53.0,715000,13.480037821676145,True,False,False,False,False,False,1.0,0,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11345,11,250000.0,1399,70,4.3,45.0,415000,12.936033799212835,True,False,False,False,False,False,1.0,0,10.465116279069768,0.014285714285714285,0.06142857142857142,19.985714285714284
11346,13,271000.0,1596,115,6.6,55.0,650000,13.38472764187182,True,False,False,False,False,False,1.0,0,8.333333333333334,0.008695652173913044,0.057391304347826085,13.878260869565217
11347,10,121000.0,1560,115,4.2,53.0,765000,13.547631112808673,True,False,False,False,False,False,1.0,0,12.619047619047619,0.008695652173913044,0.036521739130434785,13.565217391304348
11348,11,151000.0,1596,125,6.0,55.0,710000,13.473020249017498,True,False,False,False,False,False,1.5,1,9.166666666666666,0.008,0.048,12.768
11349,9,149000.0,1560,95,4.2,53.0,760000,13.541073712262515,True,False,False,False,False,False,1.0,1,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11350,11,205000.0,1398,70,4.2,45.0,534000,13.188151117942333,True,False,False,False,False,False,1.0,1,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11351,11,214000.0,1560,95,4.2,53.0,570000,13.253391639810733,True,False,False,False,False,False,1.0,1,12.619047619047619,0.010526315789473684,0.04421052631578948,16.42105263157895
11352,13,57000.0,1596,100,6.7,55.0,665000,13.407542319637992,True,False,False,False,False,False,2.0,1,8.208955223880597,0.01,0.067,15.96
11353,13,194000.0,1398,70,4.2,45.0,465000,13.049792684569493,True,False,False,False,False,False,1.0,1,10.714285714285714,0.014285714285714285,0.06,19.97142857142857
11354,8,77000.0,1596,125,5.9,55.0,820000,13.617059619240436,True,False,False,False,False,False,1.0,1,9.322033898305085,0.008,0.047200000000000006,12.768
11355,6,61000.0,1499,120,4.2,55.0,905000,13.715690222682063,True,False,False,False,False,False,1.5,1,13.095238095238095,0.008333333333333333,0.035,12.491666666666667
11356,9,115000.0,1596,125,6.0,55.0,818000,13.614617615584883,True,False,False,False,False,False,1.0,0,9.166666666666666,0.008,0.048,12.768
11357,6,117200.0,1560,95,4.5,53.0,740000,13.514405465180353,True,False,False,False,False,False,1.0,0,11.777777777777779,0.010526315789473684,0.04736842105263158,16.42105263157895
